-arvoinen	-arvoidnen
tavesämikielâ	davesámikiela
tavveen	davvean
tavâsmiđ	davasmit
te	di
tebžâsiđ	debžasit
teddilemlágádâs	deddilemlágádas
teddilemviäsu	deddilemveasu
teddiliđ	deddilit
teddiđ	deddit
tedduđ	deddut
tedâččiđ	dedahččit
teedâ	deada
teehi	deahi
teejâ	deaja
teetis	deatis
tego	dego
tegu	degu
tehálâš	dehálaš
tehân	dehan
teikâ	deika
teividiđ	deividit
teivâdem	deivaden
teivâđ	deivat
tekki	dehkki
tekkis	dehkkis
tekkâ	dehkka
telefon	delefon
teltta	delhtta
tepčuđ	depčut
teres	deres
terestiđ	derestit
tergâd	dergat
terkkii	derhkki
termi	derbmi
terppâmvuálááš	derhppamvoaláš
terppâđ	derhppat
terttiđ	derhttit
tervi	dervi
tevduđ	devdut
tevkkâd	devhkkat
tevŋâđ	devŋat
teđet	deđet
teŋkkiđ	deŋhkkit
teškinjune	deikidnjuni
teškâliđ	deikalit
teškâsiđ	deikasit
tibi	dibi
tie	di
tiebbin	diebbidn
tieggáár	dieggár
tiegu	diegu
tiegân	diegan
tiehu	diehu
tiellâđ	diellat
tielâdiđ	dieladit
tielâs	dielas
tiemmit	diepmit
tienuuvt	dienuvt
tieppi	diehppi
tiervi	diervi
tiervâ	dierva
tiervâpuáttim	diervaboahttin
tiervâs	diervas
tiervâslâš	diervaslaš
tiervâsmiđ	diervasmit
tiervâttiđ	diervadtit
tiervâttâllâđ	diervadtallat
tiessân	diessan
tiestân	diestan
tiet	diet
tietogo	dietogo
tietot	dietot
tiettiđ	diehttit
tiettuđ	diehttut
tievvâđ	dievvat
tievâ	dieva
tievâdâs	dievadas
tievâs	dievas
tieđe	dieđi
tigge	diggi
tigguđ	diggut
tigáskiđ	digáskit
tihtâ	dihta
tihtâčällee	dihtačállei
tiiláá	dilá
tiiláđ	dilát
tiivrâs	divras
tiivâs	divas
tij	ddj
tijdâ	ddjda
tijme	ddjmi
tijmepeeli	ddjmepeali
tijmá	ddjmá
tikke	dihkki
tikkiistâllâđ	dihkkistallat
tikkiđ	dihkkit
tikká	dihkká
tikkádiđ	dihkkádit
tikkâđ	dihkkat
tikso	dikso
tile	dili
tilkkáđ	dilhkkát
tilli	dilli
tillâ	dilla
timediđ	dimedit
times	dimes
timádâh	dimádat
timániđ	dimánit
tinttâ	didnhtta
tinžođ	didnžot
tipteđ	diktet
tipšo	dipšo
tipšoo	dipšo
tipšođ	dipšot
tiskáđ	diskát
tissáá	dissá
tittel	dihttel
tivriđ	divrit
tivrođ	divrot
tivrâšiđ	divrašit
tivsá	divsá
tivtâsteijee	divtastedjei
tivtâstiđ	divtastit
tivvoođ	divvot
tiäbžuđ	deabžut
tiäddoo	deaddo
tiäddu	deaddu
tiäddálâhčâđ	deaddálakčat
tiäduttiđ	deaduhttit
tiäigu	deaigu
tiäivásiđ	deaivásit
tiälgudiđ	dealgudit
tiälkku	dealhkku
tiälluđ	deallut
tiäláttiđ	dealáhttit
tiänás	deanás
tiänáđ	deanát
tiäppuđ	deahpput
tiätu	deatu
tiätuäŋgir	deatuáŋgir
tiäđulâš	deađulaš
tiäđust-uv	deađust-uv
tiäđustiđ	deađustit
tiäđustâllâđ	deađustallat
tiäškáđ	deaikát
tiŋgâ	diŋga
tiškâliđ	dikalit
tobbeen	dobbean
tobdo	dobdo
tobdos	dobdos
togge	doggi
togo	dogo
togopeht	dogopeht
tohe	dohi
toho	doho
tohálâš	dohálaš
tohâluddâđ	dohaluddat
toi	doi
toideđ	doidet
toijeeđ	dodjeat
toijuđ	dodjut
toimâlâš	doimalaš
toimâttâs	doimadtas
tojâliđ	dojalit
tolcce	dolhcci
tolebiššáá	dolebiššá
tolebáá	dolebá
toleláá	dolelá
tolge	dolgi
tolkker	dolhkker
tolliittiđ	dollihttit
tolliđ	dollit
tolmiš	dolbmiš
tolânistiđ	dolanistit
tommit	dopmit
tommittáá	dopmihttá
tommuđusâš	dopmuđusaš
tomâliđ	domalit
ton	don
tondiet	dondiet
tonnân	dodnan
tontet	dontet
toobžâs	dobžas
toohâđ	dohat
tooleeb	doleat
tooleeh	doleat
toollâđ	dollat
toommâđ	dopmat
toorjâ	dorja
toos	dos
toossân	dossan
toovl	dovl
toovláš	dovláš
tooŋâs	doŋas
tooškâs	doikas
toperuđ	doperut
toppiittâh	dohppihttat
toppim	dohppin
toppiđ	dohppit
toppâliđ	dohppalit
toppâđ	dohppat
topse	doksi
topsástittiđ	doksástihttit
torduu	dordu
torgâd	dorgat
torno	dorno
torvottem	dorvohtten
toskástuttiđ	doskástuhttit
toskástuđ	doskástut
tot	dot
tottâliđ	dohttalit
toukomáánu	doukománu
tovben	dovben
tove	dovi
tovgo	dovgo
tovhon	dovhon
tovhâttep	dovhadtet
tovkos	dovkos
tovle	dovli
tovnpel	dovdnpel
tovnpeln	dovdnpeln
tovváá	dovvá
továdâh	dovádat
tovâdâs	dovadas
tovâdâttâđ	dovadadtat
tovâldâh	dovaldat
tovâttiđ	dovadtit
toškâliđ	doikalit
tubbáák	dubbák
tubduđ	dubdut
tubdâmettum	dubdamehttun
tubdâmuš	dubdamuš
tubdâttiđ	dubdadtit
tubdâttâs	dubdadtas
tuhhiittettee	duhhihttehttei
tuhhiđ	duhhit
tuhlediđ	duhledit
tuhlár	duhlár
tuhme	duhmi
tuidâččiđ	duidahččit
tuigestiđ	duigestit
tuihme	duihmi
tukki	duhkki
tulcce	dulhcci
tulccodiđ	dulhccodit
tulccođ	dulhccot
tulkkuđ	dulhkkut
tulkkâdijjee	dulhkkaddjjei
tulkkâdijjeevuotâ	dulhkkaddjjeavuota
tulkkâđ	dulhkkat
tullijâš	dulldjaš
tullâ	dulla
tullâräddi	dullaráddi
tullâsaje	dullasaji
tullâsäggi	dullasággi
tullâtuosâs	dulladuosas
tulve	dulvi
tulvâdiđ	dulvadit
tume	dumi
tumediđ	dumedit
tun	dun
tunhân	dunhan
tunnâ	dudna
tuo	duo
tuodâr	duodar
tuodârvälli	duodarválli
tuogu	duogu
tuohun	duohun
tuoi	duoi
tuoijuđ	duodjut
tuolbâs	duolbas
tuoldâttiđ	duoldadtit
tuoldâđ	duoldat
tuolmâm	duolbman
tuolmâmmaašin	duolbmapmášidn
tuolvii	duolvi
tuolvâdiđ	duolvadit
tuolvânurde	duolvanurdi
tuolvâs	duolvas
tuombel	duombel
tuommiittâttâđ	duopmihttadtat
tuommiđ	duopmit
tuommuđusâš	duopmuđusaš
tuonârokke	duonarohkki
tuonâš	duonaš
tuoppiđ	duohppit
tuoppâđ	duohppat
tuopâluđ	duopalut
tuorgiđ	duorgit
tuorgâ	duorga
tuorrâđ	duorrat
tuorâldâh	duoraldat
tuorâstâh	duorastat
tuostâđ	duostat
tuosâs	duosas
tuot	duot
tuotâ	duota
tuovŋâs	duovŋas
tuovŋâđ	duovŋat
tuovŋâštiđ	duovŋaitit
tuođee	duođei
tuođâi	duođai
tuođâlâš	duođalaš
tuođâst	duođast
tuođâšteijee	duođaitedjei
tupe	dupi
tupekálvu	dupekálvu
tupepiällást	dupepeallást
tuppáđ	duhppát
tuppâniđ	duhppanit
turbođ	durbot
turde	durdi
ture	duri
turedâttâđ	duredadtat
turge	durgi
turgediđ	durgedit
turgi	durgi
turgâliđ	durgalit
turkkâliđ	durhkkalit
turnuu	durnu
turppáđ	durhppát
turráá	durrá
turviđ	durvit
turvâstiđ	durvastit
turâstâh	durastat
turâštiđ	duraitit
tutkâm	dutgan
tutkâmuš	dutgamuš
tutkâđ	dutgat
tutâdiđ	dutadit
tutâmettum	dutamehttun
tuubdâm	dubdan
tuubdâs	dubdas
tuulâš	dulaš
tuumá	dumá
tuumásâš	dumásaš
tuuppâđ	duhppat
tuuršalm	duršalbn
tuuvdâ	duvda
tuuvááš	duváš
tuuŋŋâđ	duŋŋat
tuvdeđ	duvdet
tuveluđ	duvelut
tuvkkâliđ	duvhkkalit
tuvne	duvdni
tuádduđ	doaddut
tuággáá	doaggá
tuággáár	doaggár
tuáhkuđ	doahgut
tuáhtár	doahtár
tuáhunteehin	doahunteahidn
tuáhá	doahá
tuáhánväldiđ	doahánváldit
tuáhásis	doahásis
tuáijár	doadjár
tuáistáážân	doaistážan
tuáivu	doaivu
tuáivuttiđ	doaivuhttit
tuáivuđ	doaivut
tuájáruššâđ	doajáruššat
tuájásiđ	doajásit
tuákki	doahkki
tuákkuđ	doahkkut
tuálbus	doalbus
tuálikyerree	doalikuorrei
tuálvuđ	doalvut
tuámittiđ	doamihttit
tuámmir	doapmir
tuáppuđ	doahpput
tuápsáđ	doaksát
tuápulâs	doapulas
tuápán	doapán
tuápánjâš	doapánjaš
tuárbumpeeli	doarbumpeali
tuárgistiđ	doargistit
tuárgu	doargu
tuárgástâs	doargástas
tuáridiđ	doaridit
tuárjuđ	doarjut
tuárruđ	doarrut
tuáruttiđ	doaruhttit
tuárvi	doarvi
tuárván	doarván
tuáráskiđ	doaráskit
tuástuđ	doastut
tuávkki	doavhkki
tuávuštiđ	doavuitit
tuávváš	doavváš
tuávŋi	doavŋi
tuávŋis	doavŋis
tuávŋáá	doavŋá
tuáŋgi	doaŋgi
tuáŋguđ	doaŋgut
tuáŋgáá	doaŋgá
tuđhos	duđhos
tuđâttiđ	duđadtit
tuŋgijâš	duŋgdjaš
tuš	duš
tuše	duši
tuškâ	duika
tuškâliđ	duikalit
tušášiđ	dušášit
tušše	dušši
tuššâdeijee	duššadedjei
tuššâđ	duššat
tyebbiláhháá	duobbiláhhá
tyebbiláá	duobbilá
tyebbin	duobbidn
tyejettem	duojehtten
tyeji	duoji
tyejikooskâst	duojikoskast
tyejiniävvu	duojidneavvu
tyejiolmooš	duojiolbmoš
tyejipiergâs	duojipiergas
tyejičeppi	duojičehppi
tyelji	duolji
tyellittälli	duollihttálli
tyemmejuđ	duopmejut
tyestil	duostil
tábbániđ	dábbánit
tábáhtuđ	dábáhtut
tággáár	dággár
táh	dát
táiguđ	dáigut
táiđu	dáiđu
tájuttiđ	dájuhttit
tákkudiđ	dáhkkudit
tálhudiđ	dálhudit
tálkkuđ	dálhkkut
tálustâllâđ	dálustallat
tálutuálu	dálutoalu
tálvádittiđ	dálvádihttit
tálvádiđ	dálvádit
tálváduđ	dálvádut
tálvádâh	dálvádat
tánávt	dánávt
táppu	dáhppu
táppáđ	dáhppát
tápádiđ	dápádit
tápáduđ	dápádut
tárbu	dárbu
tárbulâš	dárbulaš
tárguttiđ	dárguhttit
tárkká	dárhkká
tármuttuđ	dárbmuhttut
tárukielâ	dárukiela
tástán	dástán
táttu	dáhttu
táttuđ	dáhttut
tátulis	dátulis
tátulâd	dátulat
tátulân	dátulan
távgáá	dávgá
távjá	dávjá
táválâš	dáválaš
távástâh	dávástat
táágu	dágu
táágupeht	dágupeht
tááibus	dáibus
táálu	dálu
táárbu	dárbu
táárus	dárus
táássán	dássán
táássáš	dássáš
táávgáš	dávgáš
tâi	dai
täbbiláhháá	dábbiláhhá
täbbiláá	dábbilá
täbidiđ	dábidit
tähti	dáhti
tähtikargâdâs	dáhtikargadas
täigi	dáigi
täiđiđ	dáiđit
täkki	dáhkki
tälvi	dálvi
tälvikuáttum	dálvikoahttun
tälviv	dálviv
tämmit	dápmit
täpidiđ	dápidit
täst oovdâs	dást ovdas
tästoovdâs	dástovdas
tästpalij	dástpaldj
tävgi	dávgi
tävistiđ	dávistit
tävjit-távjá	dávjit-távjá
tääbbin	dábbidn
tääpi	dápi
tääsi	dási
tääsniluččim	dásniluhččin
täässiv	dássiv
täävis	dávis
täävjib	dávjit
täävvir	dávvir
ubbuđ	ubbut
ubbâ	ubba
ubbâalme	ubbálbmi
ubbâarve	ubbárvi
ubbâlaggâ	ubbalagga
ubbâlággá	ubbalággá
ubbân	ubban
ubbâraddekyeli	ubbaraddekuoli
ubbâraddâ	ubbaradda
ubbâčuáli	ubbačoali
ubâ	uba
ubâlâš	ubalaš
ubâlâšvuođâ	ubalašvuođa
ucce	uhcci
ucceeb	uhcceat
uccániđ	uhccánit
uccást	uhccást
uccáá	uhccá
uccáávuoijii	uhccávuodji
uccâkietkâm	uhccagietgan
ucemussân	ucemussan
ucemustáá	ucemustá
ucánjii	ucánji
ucástittiđ	ucástihttit
ucástâddâđ	ucástaddat
ucášiđ	ucášit
ucâliđ	ucalit
uddo	uddo
uhke	uhgi
uhkediđ	uhgedit
uhkáástâllâđ	uhgástallat
uigâdiđ	uigadit
uigâdâttâđ	uigadadtat
uigâđ	uigat
uine	uidni
uinođ	uidnot
uináástâllâđ	uidnástallat
uinášiđ	uidnášit
ujo	ujo
ujostâllâđ	ujostallat
uksâ	uksa
ulgâ	ulga
ulme	ulbmi
uládiđ	uládit
uládâddâđ	uládaddat
ulâttimmuddo	uladtipmuddo
ummool	upmol
umogâš	umogaš
umolâš	umolaš
umásistiđ	umásistit
umástistiđ	umástistit
umástittiđ	umástihttit
umástiđ	umástit
unohistiđ	unohistit
unohâs	unohas
urbe	urbi
urbijâš	urbdjaš
urbiâš	urbiaš
urkko	urhkko
uskiđ	uskit
ustev	ustev
usâdiđ	usadit
usâdâttâđ	usadadtat
usâstâllâđ	usastallat
usâttiđ	usadtit
usâttâllâđ	usadtallat
utke	utgi
uubbâlm	ubbalbn
uubâs	ubas
uuccâđ	uhccat
uulguš	ulguš
uumâs	umas
uundâr	undar
uussâđ	ussat
uuđâg	uđat
uuštâorrâ	uitaorra
uvjiđ	uvjit
uvjâluđ	uvjalut
uvjâlágán	uvjalágán
uvnâ	uvdna
uvástâllâđ	uvástallat
uábbi	oabbi
uáccáá	oahccá
uággi	oaggi
uáhti	oahti
uáhuđ	oahut
uáinihinnáá	oaidnihidnná
uáinimettum	oaidnimehttun
uáinimčiehâ	oaidnimčieha
uáinistiđ	oaidnistit
uáinistiškyettiđ	oaidnistikuohttit
uáiniđ	oaidnit
uáinojeijee	oaidnojedjei
uáinu	oaidnu
uáinulijn	oaidnuldjn
uáinulâš	oaidnulaš
uáinus	oaidnus
uáinusist	oaidnusist
uáinusân	oaidnusan
uáináh	oaidnát
uáináttâh	oaidnáhttat
uáivi	oaivi
uáivil	oaivil
uáivildiđ	oaivildit
uáiviomâdâh	oaiviomadat
uáiviskálžu	oaiviskálžu
uáivist	oaivist
uáivitähti	oaivitáhti
uáiviäšši	oaiveašši
uáivuš	oaivuš
uáiváduđ	oaivádut
uáivádâh	oaivádat
uáiváá	oaivá
uáiváš	oaiváš
uálgis	oalgis
uálgispeeli	oalgispeali
uálgispeln	oalgispeln
uálguáivsollâ	oalgoaivsolla
uálgádistiđ	oalgádistit
uálgátuáivi	oalgátoaivi
uálgâtuáivi	oalgadoaivi
uáli	oali
uálul	oalul
uámikkâs	oamihkkas
uámis	oamis
uáneeh	oaneat
uánihissii	oanihissi
uániháá	oanihá
uápis	oapis
uápisteijee	oapistedjei
uápistem	oapisten
uápistiđ	oapistit
uápásmiđ	oapásmit
uápásmuđ	oapásmut
uárbimpeeli	oarbimpeali
uárbišmâš	oarbišmaš
uárbášnjâš	oarbášnjaš
uárbâš	oarbaš
uári	oari
uárji	oarji
uárjibeln	oarjibeln
uármušm	oarbmušn
uási	oasi
uásittem	oasihtten
uásittemesvuotâ	oasihttemesvuota
uástee	oastei
uástiđ	oastit
uástu	oastu
uástuergi	oastuergi
uástus	oastus
uásus	oasus
uásálâš	oasálaš
uásálâšvuotâ	oasálašvuota
uávuttiđ	oavuhttit
uávuttâllâđ	oavuhttallat
uávŋild	oavŋilt
uáđđimilddee	oađđimilddei
uáđđimkuárvi	oađđimgoarvi
uáđđimviste	oađđimvisti
uáđđiđ	oađđit
uáđđiđ háccá	oađđiđ háhccá
uáđđáástâllâđ	oađđástallat
uáđđáđ	oađđát
uážittem	oažihtten
uážittuđ	oažihttut
uážudiđ	oažudit
uážži	oažži
uážžuđ	oažžut
uđamâg	uđamat
uđhettem	uđhehtten
uđâgâš	uđagaš
uđâsmittiđ	uđasmihttit
uđâsmittuđ	uđasmihttut
uđâstiđ	uđastit
uđđâalmai	uđđálbmai
uđđâivemáánu	uđđaivemánu
uškestiđ	uikestit
ušteđ	uitet
uštâččiđ	uitahččit
vaahâg	váhat
vaahâglâš	váhaglaš
vaaibâs	váibas
vaaljah	váljat
vaaljapeivi	váljapeivi
vaalmâš	válbmaš
vaalâ	vála
vaannâđ	vádnat
vaareeh	váreat
vaarrâđ	várrat
vaarâ	vára
vaastâ	vásta
vaattâđ	váhttat
vaccâpeeli	vahccabeali
vadâstuđ	vadastut
vagge	vaggi
vahaduttiđ	vahaduhttit
vahe	vahi
vahtâ	vahta
vahâgist	vahagist
vahâgittiđ	vahagihttit
vaibâdiđ	vaibadit
vaibâm	vaiban
vaibâđ	vaibat
vaidâliđ	vaidalit
vaidâlus	vaidalus
vaigâd	vaigat
vaijaa	vadjá
vaijeeđ	vadjeat
vaimuu	vaimu
vainâgiđ	vaidnagit
vajaskiđ	vajaskit
vajediđ	vajedit
vajâgâššâđ	vajagaššat
vajâldiđ	vajaldit
vakšum	vakšun
vakšuđ	vakšut
val	val
vala	vala
vala-uv	vala-uv
valduđ	valdut
valdâttâllâđ	valdadtallat
vale	vali
valgâmkuákki	valgamgoahkki
valgâniđ	valganit
valgâđ	valgat
valjeeht	valjeaht
valjeest	valjeast
valjimiähtu	valjimeahtu
valjimiävtulâš	valjimeavtulaš
valjiđ	valjit
valjâpeivi	valjabeivi
vallii	valli
valmiđ	valbmit
valmâštiđ	valbmaitit
valmâštuđ	valbmaitut
valâdiđ	valadit
vandârdiđ	vandardit
vanettiđ	vanehttit
vantteđ	vanhttet
vanttâ	vanhtta
vardađ	vardat
vardeđ	vardet
vardeškyettiđ	vardeikuohttit
vardâččiđ	vardahččit
vargiittiđ	vargihttit
varriistâllâđ	varristallat
varriđ	varrit
vaskuvváđ	vaskuvvát
vaskuđ	vaskut
vaskâttâh	vaskadtat
vaskâđ	vaskat
vasta	vasta
vavijdiđ	vavdjdit
vavjuđ	vavjut
vazâččiđ	vazahččit
vašo	vašo
veddi	veddi
veddiđ	veddit
vedduđ	veddut
vedissnäldee	vedissnáldei
veeddâh	veaddat
veedis	veadis
veejeeh	veajeat
veeleeh	vealeat
veelâ	veala
veeppâđ	veahppat
veerdi	veardi
veerdiš	veardiš
veerdižeh	veardižet
veeri	veari
veerrin	vearridn
veessil	veassil
veeđđuđ	veađđut
veeđđâđ	veađđat
veigi	veigi
veikkâ	veihkka
veitâlâs	veitalas
veitâlâsâst	veitalasast
vejehâš	vejehaš
vekittiđ	vekihttit
vekki	vehkki
velgalmai	velgalbmai
velgi	velgi
velgus	velgus
velmâsâš	velbmasaš
veltta	velhtta
velttiđ	velhttit
velttâđ	velhttat
velčittiđ	velčihttit
verd	vert
verdidiđ	verdidit
verivuotâ	verivuota
verkkâ	verhkka
verstâ	versta
verájâš	verájaš
verâstâh	verastat
verâttiđ	veradtit
verâttâh	veradtat
verâttâs	veradtas
vest	vest
vestiđ	vestit
vety	vety
vevâldâh	vevaldat
veđâttâh	veđadtat
vicárâh	vicárat
viehuv	viehuv
viehâ	vieha
viehâkoolvâ	viehagolva
viekkejeijee	viehkkejedjei
viekkiistâllâđ	viehkkistallat
viekkiittiđ	viehkkihttit
viekkimpiergâs	viehkkimpiergas
viekkiđ	viehkkit
vieksâ	vieksa
vielgâd	vielgat
vielpis	vielpis
viemâr	viemar
viemârdâs	viemardas
viennâđ	viednat
vienâliđ	vienalit
vienâlâs	vienalas
vierccâ	vierhcca
vierccâdâh	vierhccadat
vieres	vieres
vieresolmooš	vieresolbmoš
viermi	vierbmi
vierrâđ	vierrat
vierâdekes	vieradekes
vierâdeves	vieradeves
vierâdiđ	vieradit
vierâduves	vieraduves
vierâlittiđ	vieralihttit
vierâliđ	vieralit
vierâlâttâđ	vieraladtat
viessâđ	viessat
viestârpeln	viestarpeln
vievâst	vievast
vievâttâllâđ	vievadtallat
vieškâđ	vieikat
viežâdiđ	viežadit
viežži	viežži
viežžâliđ	viežžalit
viežžâđ	viežžat
vigguđ	viggut
viggâđ	viggat
vigâdâttâđ	vigadadtat
vigâttiđ	vigadtit
vihkuđ	vihgut
vihkâm	vihgan
viijses	vidjses
viildâs	vildas
viini	vidni
viippâđ	vihppat
viirrâđ	virrat
viisut	visut
viittân	vihttan
viiđgâs	viđgas
viiđâs	viđas
viiššâđ	viššat
vijdodâh	vdjdodat
vijláđ	vdjlát
vijme	vdjmi
vijnáttuđ	vdjnáhttut
vijve	vdjvi
vijváin	vdjváidn
vijđediđ	vdjđedit
vijđáht	vdjđáht
vijđániđ	vdjđánit
vijđásávt	vdjđásávt
vildáá	vildá
viljâpeeli	viljabeali
vilpâstiđ	vilpastit
vilšostiđ	vilšostit
vilšâstiđ	vilšastit
vilššeđ	vilššet
vilššâliđ	vilššalit
vinjádiđ	vidnjádit
vinnood	vidnnot
vintti	vidnhtti
vinálistiđ	vidnálistit
vipšâdiđ	vipšadit
vipšâđ	vipšat
virde	virdi
virge	virgi
virgeolmooš	virgeolbmoš
virgeomâhâš	virgeomahaš
virgettuđ	virgehttut
virkoduđ	virkodut
virkosmiđ	virkosmit
virâttiđ	viradtit
viskodiđ	viskodit
viskâd	viskat
visseeh	visseat
vissásávt	vissásávt
vissâ	vissa
vist	vist
viste	visti
vistekálvu	vistekálvu
visteđ	vistet
vistig	vistit
visârdiđ	visardit
vittii	vihtti
vittá	vihttá
vittádiđ	vihttádit
vittáduđ	vihttádut
vittâ	vihtta
vivvâpeeli	vivvabeali
viäddáš	veaddáš
viäkkáá	veahkká
viälgudiđ	vealgudit
viälguh	vealgut
viälgulâš	vealgulaš
viälgáduđ	vealgádut
viälgádâttâđ	vealgádadtat
viälgás	vealgás
viälgáđ	vealgát
viälgášiđ	vealgášit
viälláđ	veallát
viälmá	vealbmá
viälpáttiđ	vealpáhttit
viälániđ	vealánit
viälčáttiđ	vealčáhttit
viärdágâš	veardágaš
viärdásâš	veardásaš
viärju	vearju
viärmádâh	vearbmádat
viärráá	vearrá
viäruiolmooš	vearuiolbmoš
viäsku	veasku
viäsu	veasu
viättu	veahttu
viätu	veatu
viäđŋásâš	veađŋásaš
vičálistiđ	vičálistit
viđjân-kuđjân	viđjan-kuđjan
viđá	viđá
viššâl	viššal
vižáskiđ	vižáskit
vižástâllâđ	vižástallat
vižže	vižži
volliittiđ	vollihttit
vonnâliđ	vodnalit
vonâlistiđ	vonalistit
vonâttiđ	vonadtit
voohâd	vohat
vooijâđ	vodjat
voojiš	vojiš
voonâs	vonas
vorrâ	vorra
vorrâciccâlâs	vorracihccalas
vorrâcipâlâs	vorracipalas
voskâstiđ	voskastit
vovdâdiđ	vovdadit
vovdâđ	vovdat
vođđâ	vođđa
vošmâ	vošma
vošmâdiđ	vošmadit
vuobzâ	vuobza
vuod	vuot
vuodâ	vuoda
vuoggâ	vuogga
vuoggâčielgi	vuoggačielgi
vuohâd	vuohat
vuoi	vuoi
vuoidâliđ	vuoidalit
vuoidâstiđ	vuoidastit
vuoidâđ	vuoidat
vuoigist	vuoigist
vuoigiđ	vuoigit
vuoigâ	vuoiga
vuoigâdvuotâ	vuoigadvuota
vuoijâđ	vuodjat
vuoivâšmeh	vuoivašmet
vuoiŋâ	vuoiŋa
vuoiŋâstempuddâ	vuoiŋastempudda
vuoiŋâstiđ	vuoiŋastit
vuoiŋâšeh	vuoiŋašet
vuojâ	vuoja
vuojâdeijee	vuojadedjei
vuojâdâttâđ	vuojadadtat
vuojâliđ	vuojalit
vuojâstiđ	vuojastit
vuojâttem	vuojadten
vuojâttes	vuojadtes
vuojâttiđ	vuojadtit
vuojâččiđ	vuojahččit
vuolgâ	vuolga
vuolgâdiđ	vuolgadit
vuolgâttâs	vuolgadtas
vuolâstiđ	vuolastit
vuolâttâs	vuoladtas
vuommâd	vuopmat
vuomâ	vuoma
vuonjâ	vuonja
vuonjâl	vuonjal
vuonâ	vuona
vuoppeeli	vuohppeali
vuoppâ	vuohppa
vuopsâ	vuoksa
vuoptuáivkuálsi	vuoktoaivkoalsi
vuoptâ	vuokta
vuoptâkonnâ	vuoktagodna
vuoptâčalme	vuoktačalbmi
vuoptâčeppi	vuoktačehppi
vuordâs	vuordas
vuorjâđ	vuorjat
vuorkkiistâllâđ	vuorhkkistallat
vuorkkiđ	vuorhkkit
vuorrâđ	vuorrat
vuorâs	vuoras
vuorâsolmooš	vuorasolbmoš
vuorâččâsmyerji	vuorahččasmuorji
vuosmuš	vuosmuš
vuosmuštáá	vuosmuitá
vuossâmustáá	vuossamustá
vuostiđ	vuostit
vuosâ	vuosa
vuosâsaajeest	vuosasájeast
vuosâsajasávt	vuosasajasávt
vuotkâ	vuotga
vuottuđ	vuohttut
vuovâs	vuovas
vuoččin	vuohččidn
vuođgâliđ	vuođgalit
vuoššâđ	vuoššat
vuáhuđ	voahut
vuáháduđ	voahádut
vuáhádâh	voahádat
vuáijuđ áášán	voadjuđ ášán
vuáimástâllâm	voaimástallan
vuáimáá	voaimá
vuáisá	voaisá
vuáisádâttâđ	voaisádadtat
vuáittu	voaihttu
vuáju	voaju
vuájáán	voaján
vuáksá	voaksá
vuálgámuš	voalgámuš
vuálppu	voalhppu
vuáládâs	voaládas
vuálás	voalás
vuáláskulij	voaláskuldj
vuálásoivij	voalásoivdj
vuálááš	voaláš
vuámášiđ	voamášit
vuáppuđ	voahpput
vuápsuđ	voaksut
vuárbuđ	voarbut
vuárbádiđ	voarbádit
vuárhudiđ	voarhudit
vuárkká	voarhkká
vuárnum	voarnun
vuárádâh	voarádat
vuástá	voastá
vuástálistiđ	voastálistit
vuásádâh	voasádat
vuáttuđ	voahttut
vuátádâh	voatádat
vuávdáá	voavdá
vuávnum	voavdnun
vuávnuđ	voavdnut
vuáválâšvuotâ	voaválašvuota
vuáváámeh	voavámet
vuáváđ	voavát
vuáčču	voahčču
vuáđu	voađu
vuáđudâs	voađudas
vuáđujuurdâ	voađujurda
vuáđuld	voađult
vuáđuomâdâh	voađuomadat
vuáđustiđ	voađustit
vuáŋŋáš	voaŋŋáš
vuážáskiđ	voažáskit
vuážžuđ	voažžut
vyebdee	vuobdei
vyebdiđ	vuobdit
vyebziđ	vuobzit
vyehi	vuohi
vyeijee	vuodjei
vyeijiliđ	vuodjilit
vyeijim	vuodjin
vyeijimergi	vuodjimergi
vyeijiđ	vuodjit
vyeimi	vuoimi
vyeimittem	vuoimihtten
vyeimittuđ	vuoimihttut
vyeitittâttâđ	vuoitihttadtat
vyeittiđ	vuoihttit
vyejettem	vuojehtten
vyejettiđ	vuojehttit
vyeldihaŋgâ	vuoldihaŋga
vyelebâš	vuolebaš
vyelediđ	vuoledit
vyeleeb	vuoleat
vyelgim	vuolgin
vyelgiđ	vuolgit
vyeligâsâst	vuoligasast
vyeligâš	vuoligaš
vyelikerdi	vuolikerdi
vyelni	vuolni
vyemi	vuomi
vyene	vuoni
vyeneppeeli	vuonehppeali
vyeppee	vuohppei
vyepsi	vuoksi
vyerbi	vuorbi
vyernis	vuornis
vyesi	vuosi
vyesih	vuosit
vyesimáánu	vuosimánu
vyestilistiđ	vuostilistit
vyestitiäddu	vuostiteaddu
vyesvis	vuosvis
vyesvisttijjee	vuosvishttdjjei
vyetkiđ	vuotgit
vyettiđ	vuohttit
vyevdi	vuovdi
vyeveers	vuovears
vyevsistuđ	vuovsistut
vyevsittiđ	vuovsihttit
vyežži	vuožži
váddu	váddu
váhá	váhá
váidámuš	váidámuš
váiluđ	váilut
váimu	váimu
váimulâš	váimulaš
váimuskâddâđ	váimuskaddat
váimuttem	váimuhtten
váivástuđ	váivástut
váiváá	váivá
váivášiđ	váivášit
vájáldittiđ	vájáldihttit
válduomâdâh	válduomadat
válduäšši	válduášši
váldučuákkim	váldučoahkkin
váldáttiđ	váldáhttit
válfár	válfár
