-aikainen	-áigásâš
kertoa	muštâliđ
kertoilla	mainâstâllâđ
kertoja	muštâleijee
kertolasku	kiärdumrekinistem
kertomaperinne	mainâstemärbivyehi
kertomerkki	kiärdummerkkâ
kertomus	muštâlus
kertotaulu	kiärdumtavlu
kerttu	kiärttu
kertyä	čoggâšuđ
kerä	uáivát
keräelmä	nurâldâh
keräillä	nurâdiđ
keräkaali	uáivátkaalâ
kerättynä	nurâsist
kerätä	čuággiđ
kerääntymä	čuákki
kerääntyä	kokoontua
kesi	cuozzâ
kesiä	konâstiđ
keskeinen	tehálâš
kesken	jtak
keskeneräinen	koskân
keskenkasvuinen	pelšaddo-
keskenmeno	cuovkkânem
keskenään	koskânis
keskeyttää	koskâlduttiđ
keskeytyä	koskâlduđ
keski-	koskâ
keskiarvo	koskâárvu
keskikohta	kuávdáš
keskikoulu	koskâškovlâ
keskimmäinen	koskâlumos
keskimäärin	koskâmiärálávt
keskinäinen	koskânâs
keskittyminen	jhk
keskittymiskyky	vuáijumnahcâ
keskittyä	jhk
keskittää	čokkiđ
keskitulo	koskâtienâs
keskitysleiri	čokkimleirâ
keskivaihe	koskâmuddo
keskiviikko	koskokko
keskiyö	koskâijjâ
keskonen	kooskâh
keskoskaappi	kooskâhskäppi
keskus	kuávdáš
keskushermosto	kuávdášniärvádâh
keskuslämmitys	kuávdášlieggim
keskusta	kuávdáš
keskustella	sárnudiđ
kessu	piäldutubbáák
kestitä	kestâdiđ
kesto	
kestopäällyste	oljočievrâase
kestäminen	killáámuš
kestävyys	fyysinen
kestävyysjuoksu	sávrudâhkaččâm
kestävä	fyysisesti
kestää	ajasta
kesy	loje
kesyttäjä	tämmee
kesyttää	lojodiđ
kesyyntyä	loijoođ
kesä	keesi
kesäilma	kesiáimu
kesäinen	kiässáá
kesäisin	keessiv
kesäkurpitsa	kesikurpicca
kesäkuu	kesimáánu
kesäkuuma	kesikume
kesällä	keessiv
kesäpaikka	kesipäikki
kesäpäivänseisaus	kesipeeivijorgáldâh
kesäturkki	kesisoovsâ
kesäyliopisto	kesiollâopâttâh
ketju	vitjá
ketjulukko	salvânlukkâ
ketteryys	lašmâdvuotâ
ketterä	lašmâd
kettinki	kettig
keuhko	keepis
keuhkokotilo	kepisskuáppu
keuhkokuume	kepiskumeštâs
keuhkoputkentulehdus	kepispocceekuddum
keuhkoputki	kepispoccee
keuhkorakkula	kepispuuljâr
keuhkosyöpä	kepispuurâs
keuhkotauti	kepisvahe
keuhkovaltimo	kepisváimusuonâ
kevennys	kiäpádâs
keventyä	kiäppániđ
keventää	kepidiđ
kevetä	kiäpásmiđ
keveästi	keppâdávt
kevyt	keppis
kevytkerma	keppâlahcâ
kevytmaito	keppâmielkki
kevytmielinen	keppâmielâlâš
kevytmielisyys	keppâmielâlâšvuotâ
keväinen	kiiđâš
keväisin	kiđđuv
kevät	kiđđâ
kevätkesä	kiđđâkeesi
kevätlukukausi	kiđđâluuhâmpaje
kevätpäivänseisaus	kiđđâpeeivijorgáldâh
kevättalvi	kiđđâtälvi
keväällä	kiđđuv
kidus	syevđi
kiduskaari	äggil
kiduskansi	syevđilokke
kiduslehti	syevđilostâ
kidusrako	syevđikuávkki
kiehahtaa	tuoldiistiđ
kiehauttaa	tuoldiittiđ
kiehinen	kuáskinjâs
kiehtoa	kiäsuttiđ
kiehtova	kiäsutteijee
kiehua	tuoldâđ
kiehuttaa	tuoldâttiđ
kiekerö	čievâr
kiekua	piškođ
kiela	kielâ
kieleke	kuárvi
kielenhuolto	kielâtipšom
kielenkärki	njuovčâkeeči
kielenopetus	kielâuáppu
kielenselkä	njuovčâčielgi
kielentutkija	kielâtotkee
kielentutkimus	kielâtutkâm
kielenvaihto	kielâmolsom
kielevä	sahhii
kieliasiantuntija	kielâčeppi
kielikeskus	kielâkuávdáš
kielikorva	kielâtobdo
kielikunta	kielâpeerâ
kielikylpy	kielâlávgum
kielilautakunta	kielâlävdikodde
kieliopillinen	kielâopâlâš
kielioppi	kielâoppâ
kielipesä	kielâpiervâl
kielisopimus	kielâsopâmuš
kielitaidottomuus	kielâttesvuotâ
kielitaito	kielâmáttu
kielitiede	kielâtieđâ
kielitieto	kielâtiätu
kielto	kiäldu
kieltomuoto	kieldimhäämi
kieltäytyä	kiäldádâttâđ
kieltää	kieldiđ
kiemura	ruánzi
kiemurainen	muálkkáá
kiemurrella	kiemârdâllâđ
kiemurrellen	muálhun
kiemurtaa	kiemârdâllâđ
kieppi	čieppâ
kiepsahtaa	himppáristiđ
kieriskellä	vierâlâttâđ
kieriä	vierrâđ
kiero	mutkalla
kieroilla	kävilâššâđ
kierosilmäinen	skiälgá
kierossa	ponjen
kieroutua	konkr.
kierre	ponjos
kierrellä	juškeđ
kierros	rieggee
kierrättää	uđđâsistanneeđ
kierrätys	uđđâsistano
kierto	juurrâm
kiertää	karveđ
kierukka	spiiraal
kietoa	kiessâđ
kihahtaa	šävittiđ
kihartaa	kihárittiđ
kihelmöidä	ilâštiđ
kihertää	skužestiđ
kihlakumppani	kihlekyeimi
kihlakunta	kihlekodde
kihlasormus	kihlesuormâs
kihlata	kihlođ
kihlattu	kihlum
kihlauksenjärjestäjä	näimirähtee
kihlaus	kihlodem
kihlaustupa	näimitupe
kihokki	kiärppáálostâ
kihti	čirgottâs
kihu	äskil
kiihoke	kihtâlus
kiihottaa	kihteđ
kiihottaja	kihtâleijee
kiikari	kiijkár
kiikaroida	kijkkiđ
kiikkerä	juárbudekes
kiila	lote
kiilata	luttiđ
kiille	kildos
kiillellä	šuávvuđ
kiillottaa	kildásmittiđ
kiillotusaine	kildásmittimaamnâs
kiilto	kildem
kiiltävä	kildee
kiiltää	kildeđ
kiilua	liennjâđ
kiima	kime
kiima-aika	kieimi
kiimainen	kimmáá
kiimanhajuinen	čuovrâs
kiimassa	kimmást
kiimoa	kieimâđ
kiinankaali	kiinakaalâ
kiinni	kiddâ
kiinnike	aisan
kiinniotto	kiddâväldim
kiinnittää	kiddiđ
kiinnitys	kiddim
kiinnityshihna	karâstâh
kiinnitysten	kiddâluvâi
kiinnostaa	kiäsuttiđ
kiinnostava	kiäsutteijee
kiinteistö	kiddodâh
kiinteistönomistaja	kiddodâhomâsteijee
kiinteistönvälittäjä	kiddodâhvyebdee
kiinteistötunnus	kiddodâhtubdâldâh
kiinteä	tiivis
kiintolevy	korrâskiärru
kiipeillä	kuárŋudiđ
kiipeilyteline	kuárŋudemsteellig
kiirastorstai	skillâtuorâstâh
kiire	kiirâs
kiireesti	huáppust
kiirehtiä	hoputtaa
kiireinen	hoppuu
kiiruhtaa	toommâđ
kiisa	kijssá
kiista	vižže
kiistellä	kištâliđ
kiitellä	kijttâliđ
kiitettävä	kijtettettee
kiitollinen	kijtolâš
kiitorata	kirdeerađe
kiitos	kiijtos
kiittämätön	kijttemettum
kiittää	kijtteđ
kiitää	hurgeđ
kiivailla	kijvástâllâđ
kiivas	kiijves
kiivastua	kijváskiđ
kiivaus	kiijvesvuotâ
kiivetä	kuárŋuđ
kikattaa	skižestiđ
kikkeli	cirrá
kilahtaa	skilkkáđ
kilinä	skiillân
kilistellä	ciláidittiđ
kilistä	skilijdiđ
kiljaista	kiljádiđ
kiljua	kiljođ
kilkura	kilgool
kilo	kiilu
kilogramma	kilugrammâ
kilokalori	kilukaaloor
kilometri	kilomeetter
kilpa	kilbo
kilpa-ajo	kištovyeijim
kilpa-ajokas	kištovuájáán
kilpaa	kištoi
kilpahiihto	kištoičuoigâm
kilpailija	kištottellee
kilpailla	kištodiđ
kilpailu	kištottâllâm
kilpajuoksu	kištoikaččâm
kilpaurheilu	kištovalastâllâm
kilpi	kolbâ
kilpikonna	kolbâcuábui
kilpirauhanen	kolbâráksá
kilpisarvi	kolbâčuárvi
kiltisti	nánnáht
kilvan	kištoi
kilvoitella	kištottâllâđ
kilvoittelu	kištottâllâm
kimallella	šiälguđ
kimaltaa	šiälgáđ
kimittää	snjirgođ
kimmahdella	tovgâdiđ
kimmahtaa	takaisin
kimmota	kolppâđ
kimpaantua	ruásigyettiđ
kimpi	stäävis
kimppu	kiästu
kina	nággu
kinastella	nágáttâllâđ
kinkku	šave
kinnas	kiistâ
kinner	čevži
kinnerjänne	čevžisuonâ
kinoksinen	skálváá
kinos	čeergâ
kinostaa	čergâđ
kinttu	ruoidâ
kipaista	njibžâstiđ
kipakka	ihminen
kipeytyä	satuttaa
kipeä	poovčâs
kipin-kapin	huápu-huápu
kipinoida	čuođâlmistiđ
kipinä	čuođâlm
kippari	kapteen
kippis	skool
kippurahäntä	kuárviseibi
kipristyä	kuárvásiđ
kipsata	kipsiđ
kipsi	kipsâ
kipu	poovčâs
kipulääke	povčâstaalhâs
kipuna	pekkânjuš
kirahvi	kirahvi
kireä	tiukka
kireällä	naggâsávt
kiristellä	čovgâdiđ
kiristyä	tiuketa
kiristää	tiukentaa
kirja	kirje
kirjaamo	kirjimkonttur
kirjahylly	kirjeildee
kirjailija	kirječällee
kirjailu	kirje
kirjaimellinen	puustavlâš
kirjaimellisesti	puustavlávt
kirjain	puustav
kirjakauppa	kirjekävppi
kirjakieli	kirjekielâ
kirjallinen	kirjálâš
kirjallisesti	kirjálávt
kirjallisuus	kirjálâšvuotâ
kirjallisuusviite	käldee
kirjanen	kirjááš
kirjankustantamo	kirjekuástádâs
kirjanmerkki	kirjemerkkâ
kirjanoppinut	kirjemättee
kirjanpainaja	kirjeteddee
kirjanpito	reekkigtuálu
kirjanpitäjä	reekkigtuállee
kirjansitoja	kirječannee
kirjapaino	kirjeteddilemlágádâs
kirjasto	kirjerááju
kirjastonhoitaja	kirjerájutipšoo
kirjata	kirjettiđ
kirjaus	kirjim
kirjava	kirjáá
kirjavaselkäinen	kirjesiälgáš
kirje	reivâ
kirjeenvaihtaja	reeivâlonotteijee
kirjeenvaihto	reeivâlonottem
kirjekuori	kooveert
kirjelmä	čáálus
kirjo	spektri
kirjoa	kirjettiđ
kirjoitella	čalâččiđ
kirjoitettava	čálámuš
kirjoitin	čááláán
kirjoittaa	čäälliđ
kirjoittaja	čällee
kirjoittamaton	čälimettum
kirjoittaminen	čäällim
kirjoittautua	čälittiđ
kirjoitus	čaalâ
kirjoituskone	čäällimmaašin
kirjoitussuojaus	čäällimsyeji
kirjoitustaitoinen	čäällimtáiđulâš
kirjoitustapa	čäällimvyehi
kirjoituttaa	čälittiđ
kirjomaasälpä	kiirjâgeennâmsálbá
kirjopaula	čyeldimvuodâ
kirjuri	čällee
kirkaista	cirhádiđ
kirkas	kirkes
kirkastaa	šelgâsmittiđ
kirkastua	čuovâniđ
kirkasvetinen	
kirkkaus	kirkesvuotâ
kirkko	kirkko
kirkkohallitus	kirkkohaldâttâs
kirkkoherra	kirkkohiärrá
kirkkohistoria	kirkkohistorjá
kirkkokäsikirja	kirkkokietâkirje
kirkkolaki	kirkkolaahâ
kirkkomaa	kirkkoeennâm
kirkkoneuvosto	kirkkorääđi
kirkkovaltuusto	kirkkostivrâ
kirkkovuosi	kirkkoihe
kirkkoväki	kirkkoviehâ
kirkollinen	kirholâš
kirkolliskokous	kirholâščuákkim
kirkonkello	kirhokiällu
kirkonkylä	kirkkosijdâ
kirkontorni	kirhotornâ
kirkossakäynti	kirhostâllâm
kirkua	piškođ
kirnu	kirno
kirnuta	kirnođ
kirnuuntua	kirnâšuđ
kiroilla	korottiđ
kiropraktikko	kiropraktijkkár
kirosana	karosääni
kirota	kiroilla
kirous	karodâs
kirpputori	suámsurtori
kirsi	tuálu
kirsikka	kirsik
kirstu	árkku
kirurgi	kiiruurg
kirva	šaddoširrâ
kirvellä	ilâštiđ
kirves	ákšu
kirveskalsu	meeris
kirvesmies	snikkár
kirvinen	civkkee
kisailla	kištottâllâđ
kiskaista	kiškettiđ
kisko	kisko
kiskoa	kincceđ
kiskottava	kinccámuš
kissa	kissá
kisura	kiisur
kitakieleke	spane
kitalaki	kyemi
kitarisa	kyemiráksá
kiteinen	kristallâš
kiteytyä	kristalšuđ
kitinä	
kitistä	
kitka	koosâ
kitkainen	sappeed
kitkalämpö	koosâliegâsvuotâ
kitsas	häänis
kitsastella	hánástâllâđ
kitsaus	hänisvuotâ
kitti	kittâ
kitua	pijnešuđ
kitukasvuinen	narcce
kitulias	raavžâs
kiuas	kivkkâhâš
kiukkuinen	vihainen
kiukuissaan	suttoost
kiukustua	puášáskiđ
kiukutella	vihoitella
kiusa	kikse
kiusaaja	kivsedeijee
kiusaantua	vigguđ
kiusallinen	kivsálâš
kiusata	kivsediđ
kiusaus	kivsádâs
kiusoitella	hattiđ
kiva	hitruu
kivasti	muččâdávt
kivennurkka	keđgičiehâ
kivennäinen	mineraal
kiventiera	keđgijäävvil
kivespussi	kuolâpursâ
kivettymä	keđgilum
kivettyä	keđgiluđ
kivetä	keđgiđ
kiveys	kiäđágáttâh
kivi	keđgi
kiviaines	keđgiaamnâs
kiviaita	keđgiäiđi
kivierämaa	keđgimecci
kivihiili	keđgičiđđâ
kivijalka	keđgijyelgi
kivikausi	keđgiäigi
kivikautinen	keđgiáigásâš
kivikirves	keđgiákšu
kivikko	juovâ
kivikkoinen	juovvii
kivikunta	keđgikodde
kivilaatta	ráptu
kivilaji	keđgišlaajâ
kivimurske	keđgimuttiittâs
kivinen	kiäđgáá
kivipiira	máirá
kivipussi	keđgičoovâs
kivipyykki	urrâ
kivirikko	nartte
kiviseinä	keđgiseini
kivittää	keđgiđ
kivunväänne	toppiittâh
kivääri	kiiváár
klassikko	klassijkkár
klassinen	klassiklâš
klikkaus	spokkâlem
kodikas	kuáimáá
kodinkone	päikkimaašin
koditon	päihittem
koe	
koelähetys	iskâdemvuolgâttâs
koepala	iskospittá
koeputkihedelmöitys	iskospocceešovâttem
koetella	haastaa
koettaa	keččâliđ
koettelemus	keččâlâs
kohahdus	
kohahtaa	šävittiđ
kohdakkain	puotâluvâi
kohdalla	puotâ
kohdata	kuáhtáđ
kohde	čuosâttâh
kohdella	anneeđ
kohden	njeigâ
kohdentaa	čuosâttiđ
kohdistaa	čuoccâđ
kohdistin	siäván
kohdistua	čyecciđ
kohdistus	čuosâttâs
kohdunkaula	kuáhtučeve
kohentaa	tivodiđ
kohina	veden
kohista	vedestä
kohmelo	kohmá
kohmettua	paskiittuđ
koho	kobđottâs
kohoasento	loptostiällu
kohoilla	alanâddâđ
kohota	ylemmäs
kohottaa	pajediđ
kohtaan	kuáttá
kohtalaisesti	viehâ
kohtalo	kolgâmuš
kohtapuoliin	forgâpalij
kohteliaisuus	ustevlâšvuotâ
kohtelu	kohtâlem
kohti	njeigâ
kohtisuoraan	jerdust
kohtu	kuáhtu
kohtuullinen	kuáhtulâš
kohtuuton	merettem
kohu	tuškâ
koillinen	tavenuorttii
koipi	ruoidâ
koipienväli	häcci
koipinahka	kaamâs
koira	peenuv
koirankoppi	pennuučiehâ
koirankuono	pennuunjune
koiranpentu	vielpis
koiranuni	lodenaver
koiranäyttely	penuvčáitáldâh
koiras	ores
koiravaljakko	penuvkuálus
koitto	kuávsui
koivu	suáhi
koivunpökkelö	stokke
koivupölkky	čuskâ
koivusokeri	suáhisukkâr
koivuvyöhyke	suáhistielâs
kojetaulu	tiŋgâtavlu
kokaiini	kokaiin
kokata	kokkiđ
kokea	ansoja
kokeilla	iskâđ
kokeilu	keččâlem
kokeiluttaa	keččâlittiđ
kokelas	opâttellee
kokematon	umáttum
kokemisreissu	kuohâmmokke
kokemus	elämys
kokka	stämni
kokkare	čuogâr
kokki	kokkâ
kokko	suáttustullâ
kokoaikainen	jokahetkinen
kokoelma	nurâldâh
kokoilla	nurâdiđ
kokoinen	matsâš
kokonaan	ollásávt
kokonainen	oles
kokonaisluku	olesloho
kokonaisuus	ubâlâšvuotâ
kokonuotti	olesnuottâ
kokoon	yhteen
kokoontua	čokkâniđ
kokosukeltaja	olespyehčee
kokosävelasteikko	olesnuottâciäkkádâh
kokous	čuákkim
kokouskutsu	čuákkimpovdiittâs
kokousmatka	čuákkimmätki
kokoustaa	čuákkimistiđ
kolahtaa	ääni
kolari	autopärtti
kolaroida	kolaristiđ
kolauttaa	ääni
kolea	kalšâd
kolehti	kooleeht
kolesteroli	kolesterol
kolhaista	jk
kolikko	šlantti
kolina	koollân
kolista	skalijdiđ
kolistaa	pávkkááttiđ
kolistelu	paavhâs
kolkka	nurkka
kolkkalakki	čiehâkappeer
kolkuttaa	skuálkkiđ
kolkutus	coolhâs
kolli	oreskissá
kollostaa	kuálustiđ
kolmannes	kuálmádâs
kolmas	kuálmád
kolmasosa	kuálmádâs
kolme	kulmâ
kolmekymmentä	kulmâlov
kolmetoista	kulmânubáloh
kolmikulmainen	kuulmâčievâg
kolminaisuus	kulmâvuotâ
kolminkertaistaa	toohâđ
kolmio	muoto
kolmiulotteinen	kuulmâmittosâš
kolmivuorotyö	kuulmâvuárupargo
kolmiyhteinen	kulmâohtâsâš
kolmonen	kuulmâš
kolo	vuággu
kolonialismi	kolonialism
kolonialistinen	kolonialistsâš
kolopesijä	vuovdâpessejeijee
kolota	kolloođ
kolotus	luáduttâh
kolttamuori	nuorttâákku
kolttanainen	nuorttânissoon
kolttasaamelainen	nuorttâlâš
kolttavaimo	nuorttâkálgu
komea	hámálâš
komeetta	koomeet
komentaa	kivriđ
komeus	muččâdvuotâ
komistua	hámáiduđ
komitatiivi	komitatiiv
kommentoida	kommentistiđ
kommentti	lasehuámášuttem
kommunikaatio	viestintä
kommunisti	kommunist
komojää	ruávkku
komparatiivi	komparatiiv
kompassi	kompás
kompastella	fáškáástâllâđ
kompastua	kaatua
komposti	kompost
kompostoida	kompostistiđ
kompostointi	kompostistem
kompostoitua	kompostluđ
kompuroida	ruosâdiđ
komsio	kietkâm
komsiolapsi	kietkâmâspärni
kondiittori	herskuliäiboo
kondomi	kondom
kone	maašin
koneellinen	maašinlâš
konepaja	maašinpääji
konepelti	maašinpeldi
konferenssi	konferens
konfirmoida	konfirmistiđ
kongruenssi	koŋruens
kongruoida	koŋruistiđ
konkelo	kuálŋánâm
konkreettinen	konkreetlâš
konkurssi	konkurssâ
konna	skelmâ
konsertti	konsert
konsonantti	konsonanttâ
konstailla	konstušiđ
konsti	konstâ
konstikas	koncâlâš
konsulaatti	konsulvirgádâh
konsultti	rävvejeijee
kontata	kuánttuđ
kontaten	ruotân
konttailla	pevâččiđ
kontti	konttâ
koodata	koodađ
koolle	čuákán
koota	čokkiđ
kopahtaa	špuákkáđ
kopara	kyeppir
koparajänne	kozzâsuonâ
kopauttaa	špokkâliđ
kopeloida	hipelöidä
kopina	rooppân
kopio	kopio
kopioida	kopijistiđ
kopista	špuákkiđ
koppakuoriainen	koppakuorijâš
koppisiemeninen	čiähásiemmânsâš
koputtaa	skolkkâliđ
koputus	coolhâs
koraali	kirkkonuottâ
koralliriutta	kooraalkárgu
korea	koorrâd
koreasti	korâdávt
koreus	koorrâdvuotâ
kori	koori
koripallo	kooripállu
korista	škurijdiđ
koristaa	čiŋâttiđ
koristautua	čiŋâdâttâđ
koriste	čiŋŋâ
koristeellinen	hiärváá
koristeinen	hervii
koristelevä	hervâtiäppu
koristella	čiŋâttâllâđ
koristepaula	čyeldimvuodâ
koristevyö	čyeldimpoovij
korjaaja	tivvoo
korjaamo	tivottâh
korjailla	tivodiđ
korjata	tehdä
korjauttaa	tivottiđ
korkea	olluv
korkea-arvoinen	ollâárvusâš
korkeakoulu	ollâškovlâ
korkeampi	aaleeb
korkeapaine	ollâteedâ
korkeareunainen	robdii
korkeasti	ollâgávt
korkein	alemus
korkeintaan	enâmus
korkeus	alodâh
korkeushyppy	alodâhnjuškim
korkki	korkkâ
korko	renttâ
korkuinen	alosâš
koroke	aladâs
korotus	aledem
korpi	kärree
korsi	vaadâs
korskeus	čevli
kortisto	korttâdâh
kortteenniittopaikka	rohâttâh
kortteeri	kuárttil
kortteli	kuárttil
kortti	kortti
korttipakka	spellâpakkâ
koru	čiŋŋâ
korukivi	čiŋŋâkeđgi
korundi	korundi
koruton	yksinkertainen
korva	pelji
korvaamaton	mittedmettum
korvake	peeljis
korvakipu	peljipoovčâs
korvakko	kuátipelji
korvakkokota	peljikuáti
korvakoru	peljihervâ
korvakäytävä	peljiräigi
korvalehti	peljilostâ
korvaluu	peljitähti
korvamerkki	vittá
korvannipukka	peljipuáidáš
korvanreuna	peljičiehâ
korvarengas	peljiriggee
korvata	rahallisesti
korvatorvi	peljipoccee
korventaa	kuárdiđ
korvike	váástus
kosia	kuáššuđ
kosija	kuáššoo
kosiskelu	irgástâllâm
koskaan	kuássin
koskea	konkr.
koskematon	tytöstä
koskenlaskija	kuoškâlyeštee
koskenlasku	kuoškâlyeštim
kosketella	kuoskâttâllâđ
kosketin	kuoskâttâh
koskettaa	jhk
kosketus	kuoskâttâs
kosketusnäyttö	kuoskâttâsčáittu
koski	kuoškâ
koskinen	kuoškii
kosmeettinen	kosmeetlâš
kosminen	kosmisâš
kostaa	mavsâttiđ
kostaja	mavsâtteijee
kostautua	mavsâttuđ
kostea	laavtâs
kosteikko	nješši
kosteus	lahtâvuotâ
kostotoimi	kuástidempargo
kostuke	lahtâdâs
kostuttaa	lahtâdiđ
kota	kuáti
kotakorva	kuátipelji
kotapahanen	kuátiluggo
kotasija	kuátisaje
kotelo	skuáppu
koteloitua	kuátiluđ
koti	päikki
kotieläin	päikkiellee
kotihoidontuki	päikkitipšotoorjâ
kotihoito	päikkitipšo
kotiin	pááikán
kotikäynti	pääihisteellim
kotilo	skuáppu
kotimaa	päikkieennâm
kotimainen	päikkieennâmlâš
kotimies	pääihiulmuuh
kotitehtävä	päikkipargo
kotitossu	luáváttâh
kotiuttaa	vuolgâttiđ
kotiväki	päikkiviehâ
kotivävy	kuátivivvâ
koto	kuáttun
kotoisin	leđe
koukata	jtk
koukero	ruánzi
koukeroinen	ruánzáá
koukistaa	kuákkiluttiđ
koukku	ruákki
koukkusauva	kavresuábbáš
koulu	škovlâ
koulukiusaaminen	škovlâpiävuttem
koululainen	škovlâlâš
kouluratsastus	škovlâraccastem
kouluterveydenhoitaja	škovlâtiervâsvuođâtipšoo
kouluttaa	škovliđ
koulutus	škovlim
koura	rámmá
kouraista	kädellä
kourallinen	kuámmirtievâ
kouria	hávruđ
kouristus	čarviittoh
kouru	juármi
kourulauta	kurrâlyevdi
kova	m.
kovakuoriainen	koppakuorijâš
kovalevy	korrâskiärru
kovaonninen	párttáá
kovapäinen	porosta
kovasin	saijeem
kovasti	čuuvtij
kovasydäminen	váimuttem
kovaääninen	jiennii
koveli	kozzâh
kovemmin	korrâsubbooht
kovera	koovvâr
koverrin	koveli
kovertaa	kuuppâđ
kovettaa	korrâdiđ
kovettua	kuivahtaa
kovike	korâdâs
kovuus	korâsvuotâ
kraateri	kraatter
kraavata	salttiđ
kramppi	aččinj
kranaatti	kraanaat
krapula	kohmá
kriisi	kriisâ
kriitikko	kritijkkár
kriittinen	kriittâlâš
kristillinen	ristâlâš
kristinusko	ristâosko
kristitty	ristâhâs
kriteeri	kriiteer
kroisos	ponccár
krokotiili	krokodiil
kromosomi	kromosom
kroppa	roppe
krusifiksi	krusifiksi
kruunata	ruvnáđ
kruununvouti	sundee
ksylitoli	suáhisukkâr
kudelma	neulottu
kudontakäpy	čyeldimkiäpu
kudosneste	kođoskolgos
kufittar	kufettâr
kuhina	fiiđgâs
kuhmu	kuhme
kuhnailija	puse
kuhnailla	kuhnáđ
kuhnailu	pussáásvuotâ
kuhnuri	m.
kuihduttaa	kulnâdiđ
kuihtua	lakastua
kuin	ko
kuinka	maht
kuinkaan	mahten
kuiskaaja	sovkkâleijee
kuiskailla	culijdiđ
kuiskaillen	cullânjui
kuiskata	cullâgyettiđ
kuiskuttaa	culáidittiđ
kuiskuttelu	cuullân
kuisti	olgoveeskir
kuitata	kuittáđ
kuitenkin	kuittâg
kuitti	kuittâ
kuitu	sáigu
kuitulevy	sáigutuálbus
kuiva	koškes
kuivahorros	koškeoijâgâs
kuivahtaa	koškáttiđ
kuivakkokasvi	koškesaišaddo
kuivaliha	koškepiärgu
kuivana	košken
kuivata	kuškiđ
kuivattaa	kuškâdiđ
kuivettua	
kuivike	kuškâdâs
kuivua	kuškâđ
kuja	kuje
kujeilla	ilbâdâššâđ
kuka	kii
kukaan	kihheen
kukallinen	rássáá
kukinto	liäđus
kukintosilmu	lieđiurbe
kukka	kukká
kukkajäärä	kukkákuorijâš
kukkakaali	kukkákaalâ
kukkakimppu	räsikiästu
kukkaro	pursâ
kukkasipuli	kukkásipuli
kukkia	kukkiđ
kukkiva	rássáá
kukko	kääniores
kukkula	erillinen
kukkulainen	čummii
kukkuroillaan	čuumâl
kukoistaa	kukkiđ
kuksa	kukse
kulaus	šlogâstem
kulauttaa	hamâstiđ
kulho	näppi
kuljeskella	ympäriinsä
kuljetella	tuálvuttâllâđ
kuljettaa	fievridiđ
kuljettaja	fievrideijee
kuljetus	jođettem
kuljetusalus	fievridemskiijpâ
kulkea	jotteeđ
kulkeminen	jotteem
kulku	joto
kulkukoira	luovâspeenuv
kulkunen	tivgâ
kulkuneuvo	fiävru
kulkuri	kolgolâš
kulkutauti	njuámmootavdâ
kulkutusverkko	kulgâdâhviermi
kullanhuuhdonta	kolletoidem
kullata	kollediđ
kullattu	kolledum
kulli	puočâ
kulloinkin	ain
kulma	čiehâ
kulmahammas	čallaam
kulmikas	maaŋgâčievâg
kuloheinä	kulo
kulta	kolle
kultaketju	kollesalvân
kultaseppä	kollečeppi
kultaus	kolledem
kulttuuri	kulttuur
kulttuuri-itsehallinto	kulttuurjiešhaldâšem
kulu	
kulua	
kuluessa	siste
kuluttaa	
kuluttaja	kulâtteijee
kuluttua	keččin
kulutustavara	anotäävvir
kuluva	nuhâlâs
kumahtaa	miähkáđ
kumarrella	komárdâllâđ
kumarrus	komerdem
kumartaa	komerdiđ
kumartua	njaahâđ
kumauttaa	noigâliđ
kumi	kumi
kumilenkki	kumirieggee
kuminauha	kumipäddi
kumma	komme
kummallinen	komálâš
kummallisesti	suámálávt
kummeksua	komášiđ
kummi	faadâr
kummilahja	ristpärniskeŋkkâ
kummilapsi	ristpärni
kummipoika	ristalge
kummisetä	risteeči
kummitella	kumâttâllâđ
kummitus	kumâttâs
kummitusjuttu	kommemaainâs
kummityttö	ristnieidâ
kummitäti	ristenni
kumota	komettiđ
kumpainenkaan	kuábbáškin
kumpainenkin	kuábbáš-uv
kumpare	tiävá
kumpi	kuábbáš
kumpikaan	kuábbáškin
kumpikin	kuábbáš-uv
kumppani	kyeimi
kumpu	äämmir
kumpus	kuumpâs
kun	ko
kuningas	kunâgâs
kuningaskunta	kunâgâskodde
kuningatar	kunâgâtâr
kuninkaallinen	kunâgâslâš
kunnallinen	kieldâlâš
kunnallisvero	kieldâlâšviäru
kunnanhallitus	kundáhaldâttâs
kunnanjohtaja	kundáhovdâ
kunnantoimisto	kundátoimâttâh
kunnanvaltuusto	kieldâstivrâ
kunnanvirasto	kundátoimâttâh
kunnas	äämmir
kunnes	tassaaš
kunnia	kunnee
kunniallinen	kunnáálâš
kunnianarvoisa	áárvustoonnum
kunnianhimoinen	kunneehäänis
kunniaton	kunneettem
kunnioitettava	áárvustoonnum
