SUOMI	SÄMIKIELÂ UUCÂMSÄÄNI	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKKEJÄ JA LIITTYVIÄ ILMAUKSIA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
kontaten  	ruotân        	ruotân	kontaten							
kontiainen  (Talpa europaea)	muldesäplig,    muoldâg    	mulde	kontiainen	muoldâg		säplig,				(Talpa europaea)
konttailla  	peVâččiđ  peevvâč      	peVâččiđ	konttailla					peevvâč		
kontti  	konttâ  koontâ      	konttâ	kontti					koontâ		
konttiluu  (alin takajalassa)	(alin takajalassa) njie'câkkâs;    (ylempi takajalassa) čuož'žâmâs; (ylin lavassa) čuá'máttâsnuurâs -nuurrâs, nuurâs nuurrâs; (ylin paistissa) čuár'bbelnuurâs    	(alin takajalassa) njie'câkkâs;	kontti	(ylempi takajalassa) čuož'žâmâs; (ylin lavassa) čuá'máttâsnuurâs -nuurrâs, nuurâs nuurrâs; (ylin paistissa) čuár'bbelnuurâs			luu			(alin takajalassa)
koodata  	koodađ        	koodađ	koodata							
kookas  (ruumiinrakenteeltaan)	ruáv'ŋi  ruávŋi      	ruáv'ŋi	kookas					ruávŋi		(ruumiinrakenteeltaan)
koolle  	čuákán        	čuákán	koolle							
koossa, -lla  	čuákist~čuákkist,    čuáhist, nuRâsist;  (koossa pysyvä) čuák'káá # -s  	čuákist~čuákkist,	koossa, -lla	čuáhist, nuRâsist;	(koossa pysyvä) čuák'káá # -s					
koota  	čokkiđ  čokkiim čuák'kee,  nuurrâđ nuurâm; (nopeasti) nuRâliđ nuurrâl; (kenkäheinää kerälle) vie'Râdiđ vierrâd; (raapia kasaan) rááppuđ ráávum;  (saada kokoon jtk hankalasti liikuteltavaa erit. lapsista) kotârittiđ kotâritám  	čokkiđ	koota	nuurrâđ nuurâm; (nopeasti) nuRâliđ nuurrâl; (kenkäheinää kerälle) vie'Râdiđ vierrâd; (raapia kasaan) rááppuđ ráávum;	(saada kokoon jtk hankalasti liikuteltavaa erit. lapsista) kotârittiđ kotâritám			čokkiim čuák'kee,		
kopahtaa  	špuák'káđ  špuák'kájeh      	špuák'káđ	kopahtaa					špuák'kájeh		
kopara  	kyeppir  kye'pireh      	kyeppir	kopara					kye'pireh		
koparajänne  	kozzâsuoNâ  -suonâ      	kozzâ	kopara			suoNâ	jänne	-suonâ		
kopauttaa  	špokkâliđ;    (nokalla t. sormella jhk) škoŋkkâliđ    	špokkâliđ;	kopauttaa	(nokalla t. sormella jhk) škoŋkkâliđ						
kopeloida  	(hipelöidä) napâlâššâđ  napâlâšâm;  (sorkkia) skođeruššâđ skođerušâm    	(hipelöidä) napâlâššâđ	kopeloida	(sorkkia) skođeruššâđ skođerušâm				napâlâšâm;		
kopina  	rooppân,    skooppân, šlookâs šlokkâs    	rooppân,	kopina	skooppân, šlookâs šlokkâs						
kopio  	kopio        	kopio	kopio							
kopioida  	kopijistiđ  kopijistám      	kopijistiđ	kopioida					kopijistám		
kopista  	špuák'kiđ  špuák'ká ij špuá'ki      	špuák'kiđ	kopista					špuák'ká ij špuá'ki		
kopistaa  (lumesta puhtaaksi)	loskeđ  lo'skám;    (tulla puhdistetuksi lumesta kopistelemalla) luskuđ  	loskeđ	kopistaa		(tulla puhdistetuksi lumesta kopistelemalla) luskuđ			lo'skám;		(lumesta puhtaaksi)
koppakuoriainen  	koppakuorijâš  -kuorijáá      	koppa	koppa			kuorijâš	kuoriainen	-kuorijáá		
koppelo  (naarasmetso)	kuáp'pil        	kuáp'pil	koppelo							(naarasmetso)
koppisiemeninen  	čiä'hásiemmânsâš        	čiä'há	koppi			siemmânsâš	siemeninen			
koputtaa  	skolkkâliđ,    skuál'kkiđ skuálhám, šluák'kiđ šluák'ká; (erit. oveen) spuá'huttiđ spuáhut, cuá'lhuttiđ    	skolkkâliđ,	koputtaa	skuál'kkiđ skuálhám, šluák'kiđ šluák'ká; (erit. oveen) spuá'huttiđ spuáhut, cuá'lhuttiđ						
koputus  	coolhâs  colkkâs      	coolhâs	koputus					colkkâs		
koraali  	kirkkonuot'tâ  -nuotâ,  kirkkolaavlâ -lavluu    	kirkko	koraali	kirkkolaavlâ -lavluu		nuot'tâ		-nuotâ,		
koralliriutta  	kooraalkárgu  -káárgu      	kooraal	koralli			kárgu	riutta	-káárgu		
korea  	koorrâd  # koRâdis,  korrâd # koRis    	koorrâd	korea	korrâd # koRis				# koRâdis,		
koreasti  	koRâdávt        	koRâdávt	koreasti							
koreilla  (vaatteilla)	korrâdâššâđ  korrâdâšâm,  čiŋŋuustiđ čiŋŋust    	korrâdâššâđ	koreilla	čiŋŋuustiđ čiŋŋust				korrâdâšâm,		(vaatteilla)
korento  (kantoväline)	stággu  stáágu      	stággu	korento					stáágu		(kantoväline)
koreus  	koorrâdvuotâ  koorrâdvuođâ      	koorrâdvuotâ	koreus					koorrâdvuođâ		
kori  	koori        	koori	kori							
kori (auton) 	autokoori        	auto	kori			koori			(auton)	
korinki  (koipinahkaa)	koorânj  korânjeh  ~ koorâin korâineh    	koorânj	korinki	~ koorâin korâineh				korânjeh		(koipinahkaa)
koripallo  	kooripállu  -pááLu      	koori	kori			pállu	pallo	-pááLu		
korista  	škurijdiđ  škuurijd      	škurijdiđ	korista					škuurijd		
koristaa  	čiŋâttiđ  čiiŋât;    (koristaa tupsulla t. tupsuilla) tiäp'puđ tiäpum  	čiŋâttiđ	koristaa		(koristaa tupsulla t. tupsuilla) tiäp'puđ tiäpum			čiiŋât;		
koristautua  	čiŋâdâttâđ  čiŋâdâđâm čiŋâdât,  korristâllâđ korristâlâm    	čiŋâdâttâđ	koristautua	korristâllâđ korristâlâm				čiŋâdâđâm čiŋâdât,		
koriste  	čiŋŋâ  čiiŋâ,  hervâ heervâ, he'rvâttâs;  (panna tupsu t. tupsuja koristeeksi) tiäp'puđ tiäpum  	čiŋŋâ	koriste	hervâ heervâ, he'rvâttâs;	(panna tupsu t. tupsuja koristeeksi) tiäp'puđ tiäpum			čiiŋâ,		
koristeellinen  	hiär'váá  # -s      	hiär'váá	koristeellinen					# -s		
koristeinen  	hervii  # -s      	hervii	koristeinen					# -s		
koristelevä  	hervâtiäp'pu  -tiäpu      	hervâ	koriste			tiäp'pu	levä	-tiäpu		
koristella  	čiŋâttâllâđ  čiŋâttâlâm,  he'rvâttiđ heervât, herviđ herviim hervee;  (koristella tupsulla t. tupsuilla) tiäp'puđ tiäpum; (koristaa lapinvaate verkakoristeilla) terestiđ teereest  	čiŋâttâllâđ	koristella	he'rvâttiđ heervât, herviđ herviim hervee;	(koristella tupsulla t. tupsuilla) tiäp'puđ tiäpum; (koristaa lapinvaate verkakoristeilla) terestiđ teereest			čiŋâttâlâm,		
koristenauha (keskeneräinen) 	čuá'ldáttoh  čuá'ldáttuv,  čyel'dim    	čuá'ldáttoh	koriste	čyel'dim			nauha	čuá'ldáttuv,	(keskeneräinen)	
koristepaula  	čyel'dimvuodâ  -vuod'duu,  hervâvuodâ -vuod'duu    	čyel'dim	koriste	hervâvuodâ -vuod'duu		vuodâ	paula	-vuod'duu,		
koristevyö  	čyel'dimpoovij  -puáh'háá;    (keskeneräinen koristevyö) čuá'ldáttoh čuá'ldáttuv  	čyel'dim	koriste		(keskeneräinen koristevyö) čuá'ldáttoh čuá'ldáttuv	poovij	vyö	-puáh'háá;		
korjaaja  	tivvoo        	tivvoo	korjaaja							
korjaamo  	tivottâh  tivottuv      	tivottâh	korjaamo					tivottuv		
korjailla  	tivodiđ  tiivood      	tivodiđ	korjailla					tiivood		
korjata  	(tehdä ehjäksi) tivvoođ  tivom;  (talteen) raaijâđ raajâm rááJá, a'imâkkâššâđ a'imâkkâšâm;  (olla korjattavissa verkosta) čivtâttiđ čiivtât  	(tehdä ehjäksi) tivvoođ	korjata	(talteen) raaijâđ raajâm rááJá, a'imâkkâššâđ a'imâkkâšâm;	(olla korjattavissa verkosta) čivtâttiđ čiivtât			tivom;		
korjauttaa  	tivottiđ  tiivoot      	tivottiđ	korjauttaa					tiivoot		
korkea  	olluv  # ollâ;    (korkeampi) aaleeb, ollâgub; (korkein) alemus alemuu, ollâgumos ollâgummoos  	olluv	korkea		(korkeampi) aaleeb, ollâgub; (korkein) alemus alemuu, ollâgumos ollâgummoos			# ollâ;		
korkea-arvoinen  	ollâárvusâš  -árvusii      	ollâ	korkea-			árvusâš	arvoinen	-árvusii		
korkeakoulu  	ollâškovlâ  -škoovlâ      	ollâ	korkea			škovlâ	koulu	-škoovlâ		
korkealla, -lta  	alleen,    ollâgâsâst    	alleen,	korkealla, -lta	ollâgâsâst						
korkeampi  	aaleeb,    ollâgub    	aaleeb,	korkeampi	ollâgub						
korkeapaine  	ollâteedâ  -tedduu      	ollâ	korkea			teedâ	paine	-tedduu		
korkeareunainen  	robdii  # -s      	robdii	korkea				reunainen	# -s		
korkeasti  	ollâgávt        	ollâgávt	korkeasti							
korkein  	alemus  alemuu,  ollâgumos ollâgummoos    	alemus	korkein	ollâgumos ollâgummoos				alemuu,		
korkeintaan  	enâmus;      (korkeimmillaan) alemus muddoost; (korkeimmilleen) alemuu muudon  	enâmus;	korkeintaan		(korkeimmillaan) alemus muddoost; (korkeimmilleen) alemuu muudon					
korkeus  	aLodâh~aLodoh~aLoduh  aLoduv,  olluvvuotâ -vuođâ    	aLodâh~aLodoh~aLoduh	korkeus	olluvvuotâ -vuođâ				aLoduv,		
korkeushyppy  	aLodâhnjuškim        	aLodâh	korkeus			njuškim	hyppy			
korkki  	korkkâ  koorhâ      	korkkâ	korkki					koorhâ		
korkkijälsi  (valkoisen tuohen alla oleva sisempi ruskea kerros)	naarvâ  narvuu      	naarvâ	korkki				jälsi	narvuu		(valkoisen tuohen alla oleva sisempi ruskea kerros)
korko  	renttâ  reentâ,  riän'ttu riäntu    	renttâ	korko	riän'ttu riäntu				reentâ,		
korkokengät  (mon.)	šušmekammuuh  (mon.)      	šušme	korko			kammuuh	kengät	(mon.)		(mon.)
korkuinen  	aLosâš  aLosii,  alo    	aLosâš	korkuinen	alo				aLosii,		
koroke  	aLadâs        	aLadâs	koroke							
korottaa  (m. matem.)	alediđ        	alediđ	korottaa							(m. matem.)
korotus  	aledem,    aladâs, pajedem, pajadâs    	aledem,	korotus	aladâs, pajedem, pajadâs						
korpi  	kärree    karrii    	kärree	korpi	karrii						
korpialvejuuri  Dryopteris cristata	rotokaaicârääSi~-rääsi  -rääsi      	roto	korpi			kaaicârääSi~-rääsi	alvejuuri	-rääsi		Dryopteris cristata
korpi-imarre  Phegopteris connectilis	rotokäiski  -kääiski      	roto	korpi			käiski	-imarre	-kääiski		Phegopteris connectilis
korpiorvokki  Viola epipsila	ruá'Viviola        	ruá'Vi	korpi			viola	orvokki			Viola epipsila
korpipaatsama  Frangula alnus	poNjemiestâ  -mies'tuu      	poNje	korpi			miestâ	paatsama	-mies'tuu		Frangula alnus
korpipolkusara  Carex brunnescens var. vitilis	meccipälgisluhtee        	mecci	korpi			pälgisluhtee	polkusara			Carex brunnescens var. vitilis
korpirastas  Catharus ustulatus	rotorástágâš  -rástágáá      	roto	korpi			rástágâš	rastas	-rástágáá		Catharus ustulatus
korpirousku  Lactarius uvidus	mecciruáv'sku  -ruávsku      	mecci	korpi			ruáv'sku	rousku	-ruávsku		Lactarius uvidus
korpisara  Carex loliacea	mecciluhtee        	mecci	korpi			luhtee	sara			Carex loliacea
korppi  Corvus corax	káránâs        	káránâs	korppi							Corvus corax
korsi  	vaadâs  vaddâs      	vaadâs	korsi					vaddâs		
korskea  (ihmisestä)	(ylpeä) koorrâd  # koRâdis,  čiäv'láá; (ylimielinen) ollâmielâg    	(ylpeä) koorrâd	korskea	čiäv'láá; (ylimielinen) ollâmielâg				# koRâdis,		(ihmisestä)
korskeus  	čevli  čeevli,   čiäv'láávuođâ, kuár'gu kuárgu    	čevli	korskeus	 čiäv'láávuođâ, kuár'gu kuárgu				čeevli,		
korte  Equisetum	huáš'ši  huáši      	huáš'ši	korte					huáši		Equisetum
kortekasvit  Equisetaceae	huáš'šišadoh        	huáš'ši	korte			šadoh	kasvit			Equisetaceae
kortisto  	korttâdâh  korttâduv      	korttâdâh	kortisto					korttâduv		
kortteenniittopaikka  	rohâttâh  rohâttuv      	rohâttâh	kortteen				niittopaikka	rohâttuv		
kortteeri  	kuár'ttil        	kuár'ttil	kortteeri							
kortteli  	kuár'ttil        	kuár'ttil	kortteli							
kortti  	kortti  koorti,  korttâ koortâ    	kortti	kortti	korttâ koortâ				koorti,		
korttipakka  	spellâpakkâ  -paakâ      	spellâ	kortti			pakkâ	pakka	-paakâ		
koru  	čiŋŋâ  čiiŋâ      	čiŋŋâ	koru					čiiŋâ		
korukivi  	čiŋŋâkeđgi  -keeđgi      	čiŋŋâ	koru			keđgi	kivi	-keeđgi		
korundi  	korundi,    kooruund    	korundi,	korundi	kooruund						
koruton  	(yksinkertainen) oovtkiär'dán  # -is;  (koristelematon) hervâttem # hervâttes    	(yksinkertainen) oovtkiär'dán	koruton	(koristelematon) hervâttem # hervâttes				# -is;		
korva  	pelji  peelji;    (pyöristetty erit. korvamerkissä) kuobžâpelji -peelji; (kotakorva) kuá'tipelji -peelji  	pelji	korva		(pyöristetty erit. korvamerkissä) kuobžâpelji -peelji; (kotakorva) kuá'tipelji -peelji			peelji;		
korvaamaton  	mittedmettum  # -is      	mittedmettum	korvaamaton					# -is		
korvake  	peeljis  piäl'jás,  peeljâs peljâs    	peeljis	korvake	peeljâs peljâs				piäl'jás,		
korvakepaju  Salix glauca ssp. stipulifera	peljissieđ'gâ  -sieđgâ      	peljis	korvake			sieđ'gâ	paju	-sieđgâ		Salix glauca ssp. stipulifera
korvakipu  	peljipoovčâs  -pohčâs      	pelji	korva			poovčâs	kipu	-pohčâs		
korvakko  	kuá'tipelji  -peelji      	kuá'ti	korvakko			pelji		-peelji		
korvakkokota  	peljikuáti  -kuáđi ~ -kuá'đe      	pelji	korvakko			kuáti	kota	-kuáđi ~ -kuá'đe		
korvakoru  	peljihervâ  -heervâ,  peljičiŋŋâ -čiiŋâ    	pelji	korva	peljičiŋŋâ -čiiŋâ		hervâ	koru	-heervâ,		
korvakäytävä  	peljiräigi  -rääigi      	pelji	korva			räigi	käytävä	-rääigi		
korvalehti  	peljilostâ  -loostâ      	pelji	korva			lostâ	lehti	-loostâ		
korvallinen  (hatussa)	peljipiltto  -pi'lto      	pelji	korvallinen			piltto		-pi'lto		(hatussa)
korvaluu  	peljitähti  -täävti      	pelji	korva			tähti	luu	-täävti		
korvamerkki  	vittá  vitá      	vittá	korva				merkki	vitá		
korvannipukka  	peljipuáidáš  -puái'dáá      	pelji	korvan			puáidáš	nipukka	-puái'dáá		
korvanreuna  	peljičiehâ  -čieVâ      	pelji	korvan			čiehâ	reuna	-čieVâ		
korvarengas  	peljiriggee        	pelji	korva			riggee	rengas			
korvasienet  Gyromitra	peljikuob'bâreh        	pelji	korva			kuob'bâreh	sienet			Gyromitra
korvasieni  Gyromitra esculenta	peljikuobâr  -kuob'bâr      	pelji	korva			kuobâr	sieni	-kuob'bâr		Gyromitra esculenta
korvata  	(rahallisesti) saJanmäksiđ  -máávsám;  (tulla tilalle) saJanpuáttiđ -puá'đám    	(rahallisesti) saJan	korvata	(tulla tilalle) saJanpuáttiđ -puá'đám		mäksiđ		-máávsám;		
korvatorvi  	peljipoccee        	pelji	korva			poccee	torvi			
korvatulpat  (mon.)	peljipu'nceh  (mon.)      	pelji	korva			pu'nceh	tulpat	(mon.)		(mon.)
korvaus  (rahallinen)	lones  lonnáás,  saJanmáksu -máávsu    	lones	korvaus	saJanmáksu -máávsu				lonnáás,		(rahallinen)
korvavaha  (vaikku)	kässi  kääSi,  peljikässi -kääSi    	kässi	korva	peljikässi -kääSi			vaha	kääSi,		(vaikku)
korventaa  	kuár'diđ  kuárdám,  puá'šudiđ puáššud    	kuár'diđ	korventaa	puá'šudiđ puáššud				kuárdám,		
korvike  	váástus  vás'tus,  saJasâš saJasii    	váástus	korvike	saJasâš saJasii				vás'tus,		
kosatus  (urosporo 5. vuodellaan)	koistâs        	koistâs	kosatus							(urosporo 5. vuodellaan)
kosia  	kuáš'šuđ  kuášum koššum,  suá'ŋustiđ suáŋŋust, i'rgástâllâđ i'rgástâlâm    	kuáš'šuđ	kosia	suá'ŋustiđ suáŋŋust, i'rgástâllâđ i'rgástâlâm				kuášum koššum,		
kosija  	kuáš'šoo,    i'rgástellee    	kuáš'šoo,	kosija	i'rgástellee						
kosiskelu  	i'rgástâllâm        	i'rgástâllâm	kosiskelu							
koska  (alistuskonjunktio)	tastko,    ko, jo    	tast	koska	ko, jo		ko,				(alistuskonjunktio)
koska  (kysymyssana)	kuás        	kuás	koska							(kysymyssana)
koskaan  	kuás'sin        	kuás'sin	koskaan							
koskea  	(konkr. ja abst.) kuos'kâđ  kuoskâm;  (jtk asiaa) puáttiđ puá'đám; (koskea, tehdä kipeää) čuoccâđ čuácá, po'včâstiđ poovčâst; (tuntea jssak pistävää kipua) vuá'isádâttâđ, reettâđ riätá    	(konkr. ja abst.) kuos'kâđ	koskea	(jtk asiaa) puáttiđ puá'đám; (koskea, tehdä kipeää) čuoccâđ čuácá, po'včâstiđ poovčâst; (tuntea jssak pistävää kipua) vuá'isádâttâđ, reettâđ riätá				kuoskâm;		
koskematon  	(tytöstä) immeelviđá;    (esim. luonto) kuoskâhánnáá # -s    	(tytöstä) immeel	koskematon	(esim. luonto) kuoskâhánnáá # -s		viđá;				
koskenlaskija  	kuoš'kâlyeš'tee        	kuoš'kâ	kosken			lyeš'tee	laskija			
koskenlasku  	kuoš'kâlyeš'tim        	kuoš'kâ	kosken			lyeš'tim	lasku			
kosketella  	kuo'skâttâllâđ  kuo'skâttâlâm      	kuo'skâttâllâđ	kosketella					kuo'skâttâlâm		
kosketin  	kuo'skâttâh  kuo'skâttuv      	kuo'skâttâh	kosketin					kuo'skâttuv		
koskettaa  	(jhk t. jtk) kuo'skâttiđ  kuoskât;  (liikuttaa) lihâttiđ liihât, čyecciđ čuácá;  (liikuttua) lihâttuđ lihâttuum lihâttuVá  	(jhk t. jtk) kuo'skâttiđ	koskettaa	(liikuttaa) lihâttiđ liihât, čyecciđ čuácá;	(liikuttua) lihâttuđ lihâttuum lihâttuVá			kuoskât;		
kosketus  	kuo'skâttâs        	kuo'skâttâs	kosketus							
kosketusnäyttö  	kuo'skâttâsčáittu  -čááitu      	kuo'skâttâs	kosketus			čáittu	näyttö	-čááitu		
koski  	kuoš'kâ  kuoškâ;  (putousmainen) koržáá # -s    	kuoš'kâ	koski	(putousmainen) koržáá # -s				kuoškâ;		
koskikara  Cinclus cinclus	kuoš'kkärigâš  -kärigáá      	kuoš'k	koski			kärigâš	kara	-kärigáá		Cinclus cinclus
koskikorento  Plecoptera filipalpia	kä'rbistivre  -tiivre ~ -ti'vre,  stállurviežžee, stallârviežžee, stálutullviež'žee    	kä'rbis	koski	stállurviežžee, stallârviežžee, stálutullviež'žee		tivre	korento	-tiivre ~ -ti'vre,		Plecoptera filipalpia
koskinen  	kuoš'kii  # -s      	kuoš'kii	koskinen					# -s		
kosmeettinen  	kosmeetlâš  kosmeetlii      	kosmeetlâš	kosmeettinen					kosmeetlii		
kosminen  	kosmisâš  kosmisii,  koMovuotvuá'lgusâš -vuá'lgusii    	kosmisâš	kosminen	koMovuotvuá'lgusâš -vuá'lgusii				kosmisii,		
kostaa  	ma'vsâttiđ  maavsât,  mä'vsittiđ määvsit, kuás'tidiđ kuástid;  (tulla kostetuksi) maksuđ máksoo  	ma'vsâttiđ	kostaa	mä'vsittiđ määvsit, kuás'tidiđ kuástid;	(tulla kostetuksi) maksuđ máksoo			maavsât,		
kostaja  	ma'vsâtteijee        	ma'vsâtteijee	kostaja							
kostautua  	ma'vsâttuđ  ma'vsâttuVá      	ma'vsâttuđ	kostautua					ma'vsâttuVá		
koste  (verkkopaikka joessa)	kuánnil        	kuánnil	koste							(verkkopaikka joessa)
kostea  	laavtâs  lahtâs # lahtâ;    (kosteana esim. heinistä) lahtân  	laavtâs	kostea		(kosteana esim. heinistä) lahtân			lahtâs # lahtâ;		
kosteikko  	nješši  njeeŠi      	nješši	kosteikko					njeeŠi		
kosteikkovahvero  Cantharellus aurora, rinn. C. lutescens	nješšiciärkuh  -ciär'kkuh -ciä'rkuheh      	nješši	kosteikko			ciärkuh	vahvero	-ciär'kkuh -ciä'rkuheh		Cantharellus aurora, rinn. C. lutescens
kosteus  	lahtâvuotâ  lahtâvuođâ      	lahtâvuotâ	kosteus					lahtâvuođâ		
kostotoimi  	kuás'tidempargo  -pa'rgo      	kuás'tidem	kosto			pargo	toimi	-pa'rgo		
kostua  (päästä perille jhk olosuhteista huolimatta)	kostâdiđ  kostâd;  (esim. heikon jään yli t. lumessa uppoamatta) kuád'dániđ    	kostâdiđ	kostua	(esim. heikon jään yli t. lumessa uppoamatta) kuád'dániđ				kostâd;		(päästä perille jhk olosuhteista huolimatta)
kostua  (tulla märäksi)	lahtâđ  laavtâm láhtá;  (m. liota) kásániđ káássán; (ilmasta ennen sadetta) njivlođ nji'vlom;    	lahtâđ	kostua	(m. liota) kásániđ káássán; (ilmasta ennen sadetta) njivlođ nji'vlom;				laavtâm láhtá;		(tulla märäksi)
kostuke  	lahtâdâs        	lahtâdâs	kostuke							
kostuttaa  	lahtâdiđ        	lahtâdiđ	kostuttaa							
kota  	kuáti  kuáđi ~ kuá'đe;    (asustella kodassa) kuá'đástâllâđ kuá'đástâlâm  	kuáti	kota		(asustella kodassa) kuá'đástâllâđ kuá'đástâlâm			kuáđi ~ kuá'đe;		
kotakorva  	kuá'tipelji  -peelji      	kuá'ti	kota			pelji	korva	-peelji		
kotapahanen  	kuá'tiluggo  -lugo,  kuá'tiruátu -ruáđu ~ -ruá'đo    	kuá'ti	kota	kuá'tiruátu -ruáđu ~ -ruá'đo		luggo	pahanen	-lugo,		
kotasija  	kuá'tisaJe  -saje      	kuá'ti	kota			saJe	sija	-saje		
kotelo  	skuáp'pu  skuápu,  skuát'tu skuátu, kuáti kuáđi ~ kuá'đe    	skuáp'pu	kotelo	skuát'tu skuátu, kuáti kuáđi ~ kuá'đe				skuápu,		
koteloitua  	kuá'tiluđ  kuá'tiluum      	kuá'tiluđ	koteloitua					kuá'tiluum		
kotelosienet  Ascomycetes	skuáp'pukuob'bâreh        	skuáp'pu	kotelo			kuob'bâreh	sienet			Ascomycetes
koti  	päikki  pääihi      	päikki	koti					pääihi		
kotieläin  	päikkiellee;    (karja) šiiveet    	päikki	koti	(karja) šiiveet		ellee;	eläin			
kotihiiri  Mus musculus	päikkisäplig        	päikki	koti			säplig	hiiri			Mus musculus
kotihoidontuki  	päikkitipšotoorjâ  -torjuu      	päikki	koti			tipšotoorjâ	hoidontuki	-torjuu		
kotihoito  	päikkitipšo  -ti'pšo      	päikki	koti			tipšo	hoito	-ti'pšo		
kotiin  	pááikán;    (takaisin) maasâd, maassâd    	pááikán;	kotiin	(takaisin) maasâd, maassâd						
kotikäynti  	pääihisteellim        	pääihist	koti			eellim	käynti			
kotilo  	skuáp'pu  skuápu      	skuáp'pu	kotilo					skuápu		
kotimaa  	päikkieennâm,    kuá'tueennâm    	päikki	koti	kuá'tueennâm		eennâm,	maa			
kotimainen  	päikkieennâmlâš  -eennâmlii,  kuá'tueennâmlâš -eennâmlii    	päikki	koti	kuá'tueennâmlâš -eennâmlii		eennâmlâš	mainen	-eennâmlii,		
kotimies  	pääihiulmuuh  (mon.),  kuá'tiorroo    	pääihi	koti	kuá'tiorroo		ulmuuh	mies	(mon.),		
kotitehtävä  	päikkipargo  -pa'rgo      	päikki	koti			pargo	tehtävä	-pa'rgo		
kotitossu  	luá'váttâh  luá'váttuv,  luá'váttus; (tav. vanha, huono varsikenkä) čulkká ču'lhá    	luá'váttâh	koti	luá'váttus; (tav. vanha, huono varsikenkä) čulkká ču'lhá			tossu	luá'váttuv,		
